"","ranker","lineup","team_id","season","g","mp","poss","opp_poss","pace","fg","fga","fg_pct","fg3","fg3a","fg3_pct","efg_pct","ft","fta","ft_pct","pts","ast","stl","blk","tov","pf","diff_fg","diff_fga","diff_fg_pct","diff_fg3","diff_fg3a","diff_fg3_pct","diff_efg_pct","diff_ft","diff_fta","diff_ft_pct","diff_pts","X1","X2","X3","X4","X5","X1","X2","X3","X4","X5"
"40","37","C. Anthony†|†E. Boykins†|†M. Camby†|†K. Martin†|†A. Miller","DEN","2004-05","38","189.3","372","360","92.8","35.3","76.6",".460","2.5","7.4",".345",".477","29.2","35.5",".821","102.2","22.3","6.8","7.4","15.0","24.3","-1.8","-7.1","+.018","-2.5","-6.8","-.012","+.004","+9.4","+6.6","+.137","+3.3","Carmelo Anthony","Earl Boykins","Marcus Camby","Kenyon Martin","Andre Miller","/players/a/anthoca01.html","/players/b/boykiea01.html","/players/c/cambyma01.html","/players/m/martike01.html","/players/m/millean02.html"
"41","38","J. Jackson†|†J. Johnson†|†S. Marion†|†S. Nash†|†A. Stoudemire","PHO","2004-05","27","188.0","382","389","98.4","41.1","86.0",".478","11.0","27.3",".402",".542","20.4","28.6",".714","113.6","26.0","9.4","4.9","12.5","17.1","0.0","-5.4","+.028","+4.3","+8.4","+.051","+.056","+5.4","+9.4","-.072","+9.7","Jim Jackson","Joe Johnson","Shawn Marion","Steve Nash","Amar'e Stoudemire","/players/j/jacksji01.html","/players/j/johnsjo02.html","/players/m/mariosh01.html","/players/n/nashst01.html","/players/s/stoudam01.html"
"42","39","R. Allen†|†R. Evans†|†R. Lewis†|†V. Radmanovic†|†L. Ridnour","SEA","2004-05","49","178.3","330","335","89.5","39.3","83.5",".471","12.1","28.0",".433",".544","15.9","21.8",".728","106.6","21.3","9.7","3.0","13.2","19.4","+1.9","-0.8","+.027","+6.5","+13.7","+.036","+.066","+3.0","+4.3","-.010","+13.2","Ray Allen","Reggie Evans","Rashard Lewis","Vladimir Radmanoviƒá","Luke Ridnour","/players/a/allenra02.html","/players/e/evansre01.html","/players/l/lewisra02.html","/players/r/radmavl01.html","/players/r/ridnolu01.html"
"43","40","K. Cato†|†S. Francis†|†G. Hill†|†D. Howard†|†J. Nelson","ORL","2004-05","17","172.0","329","329","91.8","44.4","80.4",".552","1.7","5.3",".316",".563","21.2","25.7",".826","111.6","25.4","8.1","7.5","12.3","21.5","+11.7","-0.8","+.150","-3.3","-11.7","+.021","+.130","+2.5","+2.0","+.038","+22.6","Kelvin Cato","Steve Francis","Grant Hill","Dwight Howard","Jameer Nelson","/players/c/catoke01.html","/players/f/francst01.html","/players/h/hillgr01.html","/players/h/howardw01.html","/players/n/nelsoja01.html"
"46","41","G. Arenas†|†J. Hayes†|†B. Haywood†|†L. Hughes†|†A. Jamison","WAS","2004-05","25","171.6","347","345","96.8","41.4","93.7",".442","8.4","20.7",".405",".487","23.8","33.9",".702","115.0","24.1","9.0","4.8","10.1","20.1","+4.8","+9.5","+.007","+1.1","+1.4","+.029","+.008","+5.9","+9.0","-.017","+16.5","Gilbert Arenas","Jarvis Hayes","Brendan Haywood","Larry Hughes","Antawn Jamison","/players/a/arenagi01.html","/players/h/hayesja01.html","/players/h/haywobr01.html","/players/h/hughela01.html","/players/j/jamisan01.html"
"47","42","D. Davis†|†J. Foster†|†S. Jackson†|†A. Johnson†|†R. Miller","IND","2004-05","19","168.7","307","302","86.6","33.6","74.0",".454","6.5","17.4",".377",".498","24.8","30.2",".821","98.4","20.8","6.3","2.8","14.2","21.6","+3.7","-5.7","+.079","+2.0","+5.7","-.013","+.095","+11.7","+11.7","+.113","+21.1","Dale Davis","Jeff Foster","Stephen Jackson","Anthony Johnson","Reggie Miller","/players/d/davisda01.html","/players/f/fosteje01.html","/players/j/jacksst02.html","/players/j/johnsan02.html","/players/m/millere01.html"
"48","43","J. Jackson†|†T. McGrady†|†Y. Ming†|†M. Taylor†|†C. Ward","HOU","2004-05","11","167.8","323","315","91.3","36.3","78.7",".462","7.4","20.6",".361",".509","12.0","15.5",".778","92.1","23.2","8.6","4.9","16.6","19.5","+3.7","0.0","+.047","+0.9","+3.4","-.022","+.053","0.0","-1.1","+.054","+8.3","Jim Jackson","Tracy McGrady","Yao Ming","Maurice Taylor","Charlie Ward","/players/j/jacksji01.html","/players/m/mcgratr01.html","/players/m/mingya01.html","/players/t/tayloma01.html","/players/w/wardch01.html"
"49","44","S. Bradley†|†M. Finley†|†J. Howard†|†D. Nowitzki†|†J. Terry","DAL","2004-05","24","163.6","303","314","90.5","38.4","86.6",".444","5.9","13.5",".435",".478","14.7","17.6",".833","97.4","21.7","6.5","8.2","11.4","19.7","+3.8","+2.1","+.034","-0.3","-1.5","+.023","+.032","-3.8","-5.0","+.015","+3.5","Shawn Bradley","Michael Finley","Josh Howard","Dirk Nowitzki","Jason Terry","/players/b/bradlsh01.html","/players/f/finlemi01.html","/players/h/howarjo01.html","/players/n/nowitdi01.html","/players/t/terryja01.html"
"50","45","R. Butler†|†U. Haslem†|†E. Jones†|†S. O'Neal†|†D. Wade","MIA","2004-05","16","162.7","309","305","90.6","34.5","76.1",".453","2.7","11.5",".231",".471","15.9","27.1",".587","87.6","19.8","7.1","11.8","14.7","23.3","+1.2","-9.1","+.062","-2.7","+0.6","-.256","+.049","+2.1","+9.1","-.184","+1.8","Rasual Butler","Udonis Haslem","Eddie Jones","Shaquille O'Neal","Dwyane Wade","/players/b/butlera01.html","/players/h/hasleud01.html","/players/j/jonesed02.html","/players/o/onealsh01.html","/players/w/wadedw01.html"
"51","46","K. Cato†|†S. Francis†|†G. Hill†|†D. Howard†|†D. Stevenson","ORL","2004-05","16","162.1","327","326","96.7","42.9","85.3",".503","0.9","2.7",".333",".509","19.2","25.8",".747","106.0","21.6","7.1","5.6","14.8","20.7","+0.3","+0.6",".000","-4.1","-10.1","-.062","-0.025","+5.9","+7.1","+.033","+2.4","Kelvin Cato","Steve Francis","Grant Hill","Dwight Howard","DeShawn Stevenson","/players/c/catoke01.html","/players/f/francst01.html","/players/h/hillgr01.html","/players/h/howardw01.html","/players/s/stevede01.html"
"52","47","R. Allen†|†A. Daniels†|†D. Fortson†|†R. Lewis†|†V. Radmanovic","SEA","2004-05","37","160.8","310","297","90.6","34.3","73.4",".467","11.3","25.7",".442",".545","31.9","38.5",".829","112.0","18.2","7.5","2.7","13.4","25.1","+0.9","-2.7","+.028","+4.8","+6.6","+.098","+.062","+7.2","+7.8","+.024","+13.7","Ray Allen","Antonio Daniels","Danny Fortson","Rashard Lewis","Vladimir Radmanoviƒá","/players/a/allenra02.html","/players/d/daniean01.html","/players/f/fortsda01.html","/players/l/lewisra02.html","/players/r/radmavl01.html"
"53","48","E. Dampier†|†M. Finley†|†D. Nowitzki†|†J. Stackhouse†|†J. Terry","DAL","2004-05","21","158.7","297","292","89.1","36.6","77.7",".471","5.4","17.5",".310",".506","20.0","25.4",".786","98.6","21.2","6.0","5.4","13.9","20.9","+1.2","-9.1","+.063","+0.3","+5.4","-.115","+.069","+2.1","+1.5","+.039","+4.8","Erick Dampier","Michael Finley","Dirk Nowitzki","Jerry Stackhouse","Jason Terry","/players/d/dampier01.html","/players/f/finlemi01.html","/players/n/nowitdi01.html","/players/s/stackje01.html","/players/t/terryja01.html"
"54","49","S. Cassell†|†K. Garnett†|†M. Madsen†|†L. Sprewell†|†W. Szczerbiak","MIN","2004-05","21","156.5","306","305","93.7","42.0","83.1",".506","3.7","9.2",".400",".528","15.6","21.5",".729","103.4","23.9","8.3","4.0","15.0","19.0","+1.5","+0.6","+.015","-3.1","-8.6","+.021","-0.004","+2.8","+3.7","+.004","+2.8","Sam Cassell","Kevin Garnett","Mark Madsen","Latrell Sprewell","Wally Szczerbiak","/players/c/cassesa01.html","/players/g/garneke01.html","/players/m/madsema01.html","/players/s/sprewla01.html","/players/s/szczewa02.html"
"55","50","D. Gooden†|†Z. Ilgauskas†|†L. James†|†J. McInnis†|†S. Pavlovic","CLE","2004-05","19","155.9","295","296","91.0","39.7","82.5",".481","3.4","11.7",".289",".502","19.7","26.5",".744","102.5","27.4","8.6","6.5","12.0","20.0","+1.2","+5.5","-.019","0.0","+3.1","-.103","-0.020","+4.0","+4.3","+.036","+6.5","Drew Gooden","Zydrunas Ilgauskas","LeBron James","Jeff McInnis","Sasha Pavloviƒá","/players/g/goodedr01.html","/players/i/ilgauzy01.html","/players/j/jamesle01.html","/players/m/mcinnje01.html","/players/p/pavloal01.html"
"56","51","B. Bowen†|†T. Duncan†|†M. GinÛbili†|†R. Horry†|†T. Parker","SAS","2004-05","36","150.6","267","256","83.3","38.9","74.9",".519","5.7","15.0",".383",".557","24.9","31.9",".780","108.4","24.2","8.0","7.0","10.2","16.3","+5.7","-1.0","+.082","+1.3","+2.2","+.033","+.091","+14.0","+16.9","+.057","+26.8","Bruce Bowen","Tim Duncan","Manu Gin√≥bili","Robert Horry","Tony Parker","/players/b/bowenbr01.html","/players/d/duncati01.html","/players/g/ginobma01.html","/players/h/horryro01.html","/players/p/parketo01.html"
"57","52","C. Atkins†|†K. Bryant†|†C. Butler†|†B. Grant†|†L. Odom","LAL","2004-05","24","150.4","282","282","90.0","35.1","79.5",".442","8.6","21.4",".403",".496","23.0","29.1",".791","101.8","15.6","5.1","4.5","11.5","22.0","-1.6","-4.5","+.005","+2.9","+2.2","+.103","+.025","+4.2","+6.1","-.028","+3.8","Chucky Atkins","Kobe Bryant","Caron Butler","Brian Grant","Lamar Odom","/players/a/atkinch01.html","/players/b/bryanko01.html","/players/b/butleca01.html","/players/g/grantbr01.html","/players/o/odomla01.html"
"58","53","A. Houston†|†S. Marbury†|†N. Mohammed†|†K. Thomas†|†T. Thomas","NYK","2004-05","13","150.0","291","280","91.4","39.4","81.6",".482","5.4","16.6",".327",".516","13.4","17.9",".750","97.6","21.8","9.9","2.9","13.8","18.6","+3.5","+5.4","+.012","+1.3","+3.5","+.010","+.018","-1.9","-2.2","-.012","+6.4","Allan Houston","Stephon Marbury","Nazr Mohammed","Kurt Thomas","Tim Thomas","/players/h/houstal01.html","/players/m/marbust01.html","/players/m/mohamna01.html","/players/t/thomaku01.html","/players/t/thomati01.html"
"59","54","R. Allen†|†N. Collison†|†A. Daniels†|†D. Fortson†|†V. Radmanovic","SEA","2004-05","39","147.0","267","268","87.4","36.3","76.8",".472","8.2","23.2",".352",".526","23.5","26.1",".900","104.2","19.9","5.6","2.0","14.7","25.8","+6.5","+0.3","+.083","+4.2","+4.9","+.138","+.111","+1.3","-3.9","+.161","+18.6","Ray Allen","Nick Collison","Antonio Daniels","Danny Fortson","Vladimir Radmanoviƒá","/players/a/allenra02.html","/players/c/collini01.html","/players/d/daniean01.html","/players/f/fortsda01.html","/players/r/radmavl01.html"
"60","55","B. Bowen†|†M. GinÛbili†|†R. Horry†|†R. Nesterovic†|†T. Parker","SAS","2004-05","15","144.2","267","266","88.7","34.0","75.9",".447","4.7","17.0",".275",".478","16.0","21.3",".750","88.6","17.0","11.3","5.3","13.3","18.6","+2.0","+4.0","+.003","+1.7","+8.0","-.059","+.013","+2.0","+4.7","-.090","+7.7","Bruce Bowen","Manu Gin√≥bili","Robert Horry","Rasho Nesteroviƒá","Tony Parker","/players/b/bowenbr01.html","/players/g/ginobma01.html","/players/h/horryro01.html","/players/n/nestera01.html","/players/p/parketo01.html"
"61","56","G. Arenas†|†J. Hayes†|†L. Hughes†|†A. Jamison†|†M. Ruffin","WAS","2004-05","24","140.4","275","268","92.8","39.0","84.5",".462","6.2","17.4",".353",".498","27.7","33.5",".827","111.8","21.2","10.3","4.4","12.7","22.9","-0.7","-0.7","-.004","+1.4","+3.8","+.003","+.004","+8.5","+5.8","+.135","+8.5","Gilbert Arenas","Jarvis Hayes","Larry Hughes","Antawn Jamison","Michael Ruffin","/players/a/arenagi01.html","/players/h/hayesja01.html","/players/h/hughela01.html","/players/j/jamisan01.html","/players/r/ruffimi01.html"
"62","57","V. Carter†|†J. Collins†|†J. Kidd†|†N. Krstic†|†B. Scalabrine","NJN","2004-05","8","136.8","256","255","89.7","41.4","86.3",".480","11.6","24.6",".471",".547","11.9","16.8",".708","106.4","28.1","9.5","2.8","13.7","13.7","+7.7","+14.7","+.009","+5.3","+7.7","+.096","+.032","+1.1","+2.8","-.067","+21.8","Vince Carter","Jason Collins","Jason Kidd","Nenad Krstiƒá","Brian Scalabrine","/players/c/cartevi01.html","/players/c/collija04.html","/players/k/kiddja01.html","/players/k/krstine01.html","/players/s/scalabr01.html"
"63","58","D. Jones†|†E. Jones†|†C. Laettner†|†S. O'Neal†|†D. Wade","MIA","2004-05","32","136.4","273","270","95.5","37.3","74.6",".500","6.0","18.3",".327",".540","29.2","43.3",".675","109.8","21.8","8.4","6.7","11.3","21.1","+4.6","-12.7","+.125","+0.4","+3.2","-.045","+.133","+8.8","+15.5","-.059","+18.3","Damon Jones","Eddie Jones","Christian Laettner","Shaquille O'Neal","Dwyane Wade","/players/j/jonesda01.html","/players/j/jonesed02.html","/players/l/laettch01.html","/players/o/onealsh01.html","/players/w/wadedw01.html"
"64","59","J. Foster†|†S. Jackson†|†A. Johnson†|†R. Miller†|†J. O'Neal","IND","2004-05","14","132.6","238","238","86.1","34.7","73.8",".471","6.9","13.4",".514",".517","18.5","24.6",".750","94.8","21.4","5.8","5.8","12.7","22.8","+0.7","-7.2","+.051","+3.6","+4.7","+.139","+.077","-0.4","-0.4","-.004","+4.7","Jeff Foster","Stephen Jackson","Anthony Johnson","Reggie Miller","Jermaine O'Neal","/players/f/fosteje01.html","/players/j/jacksst02.html","/players/j/johnsan02.html","/players/m/millere01.html","/players/o/onealje01.html"
"65","60","R. Butler†|†U. Haslem†|†D. Jones†|†E. Jones†|†S. O'Neal","MIA","2004-05","24","132.2","250","247","90.2","37.8","80.6",".468","6.5","19.6",".333",".509","17.1","28.7",".595","99.1","22.9","4.0","5.4","13.1","18.9","+1.1","+1.8","+.003","+2.2","+9.4","-.095","+.016","-0.7","+5.4","-.171","+3.6","Rasual Butler","Udonis Haslem","Damon Jones","Eddie Jones","Shaquille O'Neal","/players/b/butlera01.html","/players/h/hasleud01.html","/players/j/jonesda01.html","/players/j/jonesed02.html","/players/o/onealsh01.html"
"68","61","T. Battie†|†D. Christie†|†S. Francis†|†G. Hill†|†D. Howard","ORL","2004-05","12","130.9","246","253","91.5","36.3","73.0",".497","1.8","5.5",".333",".510","19.1","24.2",".788","93.5","21.3","8.4","7.3","19.1","18.7","+2.6","-11.4","+.097","-1.5","-9.5","+.114","+.090","+0.7","-0.7","+.053","+4.4","Tony Battie","Doug Christie","Steve Francis","Grant Hill","Dwight Howard","/players/b/battito01.html","/players/c/chrisdo01.html","/players/f/francst01.html","/players/h/hillgr01.html","/players/h/howardw01.html"
"69","62","E. Curry†|†L. Deng†|†C. Duhon†|†O. Harrington†|†K. Hinrich","CHI","2004-05","14","130.4","248","249","91.4","39.7","81.3",".489","5.9","14.0",".421",".525","14.4","17.3",".830","99.7","28.0","7.0","1.1","16.6","19.5","+1.8","+1.8","+.012","+0.4","+2.9","-.079","+.013","-0.7","-4.0","+.123","+3.3","Eddy Curry","Luol Deng","Chris Duhon","Othella Harrington","Kirk Hinrich","/players/c/curryed01.html","/players/d/denglu01.html","/players/d/duhonch01.html","/players/h/harriot01.html","/players/h/hinriki01.html"
"70","63","D. Davis†|†S. Jackson†|†A. Johnson†|†R. Miller†|†S. Pollard","IND","2004-05","10","129.0","235","229","86.3","37.2","76.3",".488","7.4","16.7",".444",".537","20.8","24.9",".836","102.7","22.7","4.5","4.1","13.0","18.2","-0.7","-1.9","+.002","+0.4","+2.6","-.056","+.006","+8.2","+6.0","+.169","+7.1","Dale Davis","Stephen Jackson","Anthony Johnson","Reggie Miller","Scot Pollard","/players/d/davisda01.html","/players/j/jacksst02.html","/players/j/johnsan02.html","/players/m/millere01.html","/players/p/pollasc01.html"
"71","64","J. Howard†|†T. McGrady†|†D. Mutombo†|†B. Sura†|†D. Wesley","HOU","2004-05","23","128.8","242","236","89.1","35.0","80.1",".437","8.6","20.9",".411",".491","22.7","26.1",".871","101.4","20.9","6.3","4.8","14.2","17.5","+0.7","-0.7","+.013","+0.4","-1.5","+.044","+.016","+7.8","+6.3","+.117","+9.7","Juwan Howard","Tracy McGrady","Dikembe Mutombo","Bob Sura","David Wesley","/players/h/howarju01.html","/players/m/mcgratr01.html","/players/m/mutomdi01.html","/players/s/surabo01.html","/players/w/wesleda01.html"
"72","65","E. Dampier†|†J. Howard†|†D. Nowitzki†|†J. Stackhouse†|†J. Terry","DAL","2004-05","27","128.6","253","255","94.8","33.6","75.8",".443","4.1","11.6",".355",".470","38.8","46.7",".832","110.1","16.8","7.5","3.0","12.3","23.5","+7.5","+3.7","+.081","-1.5","-5.6","+.029","+.069","+17.2","+18.3","+.069","+30.6","Erick Dampier","Josh Howard","Dirk Nowitzki","Jerry Stackhouse","Jason Terry","/players/d/dampier01.html","/players/h/howarjo01.html","/players/n/nowitdi01.html","/players/s/stackje01.html","/players/t/terryja01.html"
"73","66","J. Howard†|†J. Jackson†|†T. McGrady†|†Y. Ming†|†B. Sura","HOU","2004-05","8","127.4","250","249","94.0","36.9","83.3",".443","5.3","15.5",".341",".475","17.7","23.0",".770","96.9","22.2","7.5","5.7","17.0","21.5","+3.4","0.0","+.041","+1.1","+1.5","+.044","+.048","+0.8","-0.4","+.045","+8.7","Juwan Howard","Jim Jackson","Tracy McGrady","Yao Ming","Bob Sura","/players/h/howarju01.html","/players/j/jacksji01.html","/players/m/mcgratr01.html","/players/m/mingya01.html","/players/s/surabo01.html"
"74","67","S. Battier†|†P. Gasol†|†M. Miller†|†E. Watson†|†L. Wright","MEM","2004-05","15","127.1","228","229","86.3","37.4","83.9",".446","7.2","13.2",".543",".489","13.6","19.3",".706","95.6","23.0","8.3","7.2","14.7","21.5","+4.9","+9.4","+.009","+3.0","+1.9","+.176","+.024","-0.4","+0.8","-.049","+12.5","Shane Battier","Pau Gasol","Mike Miller","Earl Watson","Lorenzen Wright","/players/b/battish01.html","/players/g/gasolpa01.html","/players/m/millemi01.html","/players/w/watsoea01.html","/players/w/wrighlo02.html"
"75","68","L. Barbosa†|†J. Johnson†|†S. Marion†|†Q. Richardson†|†A. Stoudemire","PHO","2004-05","22","126.6","266","262","100.1","47.8","91.8",".521","10.6","28.8",".368",".579","14.4","17.4",".826","120.6","24.7","8.0","7.6","15.2","20.5","+5.3","-0.4","+.060","+1.9","+4.9","+.003","+.070","-3.8","-4.9","+.013","+8.7","Leandro Barbosa","Joe Johnson","Shawn Marion","Quentin Richardson","Amar'e Stoudemire","/players/b/barbole01.html","/players/j/johnsjo02.html","/players/m/mariosh01.html","/players/r/richaqu01.html","/players/s/stoudam01.html"
"76","69","M. Finley†|†A. Henderson†|†J. Howard†|†D. Nowitzki†|†J. Terry","DAL","2004-05","24","126.2","249","250","94.9","41.5","87.5",".474","6.1","17.9",".340",".509","16.4","20.2",".811","105.4","21.7","7.6","6.8","11.8","18.3","+3.0","-4.6","+.057","+0.8","+6.8","-.142","+.062","+1.1","-1.1","+.097","+8.0","Michael Finley","Alan Henderson","Josh Howard","Dirk Nowitzki","Jason Terry","/players/f/finlemi01.html","/players/h/hendeal01.html","/players/h/howarjo01.html","/players/n/nowitdi01.html","/players/t/terryja01.html"
"77","70","A. Davis†|†C. Duhon†|†O. Harrington†|†K. Hinrich†|†A. Nocioni","CHI","2004-05","14","125.6","235","240","90.8","40.1","83.7",".479","7.6","14.9",".513",".525","8.8","11.1",".793","96.7","29.4","4.2","3.1","12.6","21.8","+3.8","+5.4","+.016","+4.6","+6.1","+.165","+.042","-6.1","-9.9","+.084","+6.1","Antonio Davis","Chris Duhon","Othella Harrington","Kirk Hinrich","Andr√©s Nocioni","/players/d/davisan01.html","/players/d/duhonch01.html","/players/h/harriot01.html","/players/h/hinriki01.html","/players/n/nocioan01.html"
"78","71","T. Battie†|†S. Francis†|†G. Hill†|†D. Howard†|†H. T¸rkoglu","ORL","2004-05","32","125.5","241","236","91.2","35.9","80.7",".445","3.8","10.7",".357",".469","24.1","30.2",".797","99.8","18.7","6.9","3.1","13.8","19.1","+3.8","+1.9","+.038","-1.5","-8.0","+.071","+.027","+10.7","+9.9","+.137","+16.8","Tony Battie","Steve Francis","Grant Hill","Dwight Howard","Hedo T√ºrkoƒülu","/players/b/battito01.html","/players/f/francst01.html","/players/h/hillgr01.html","/players/h/howardw01.html","/players/t/turkohe01.html"
"79","72","M. Barnes†|†M. Bibby†|†B. Miller†|†C. Mobley†|†C. Webber","SAC","2004-05","6","125.5","246","244","93.7","38.6","80.0",".483","3.4","8.8",".391",".505","19.5","23.7",".823","100.2","26.4","8.4","5.0","13.4","16.5","-0.8","-5.0","+.019","-4.6","-12.2","+.009","-0.006","+7.3","+6.9","+.095","+1.1","Matt Barnes","Mike Bibby","Brad Miller","Cuttino Mobley","Chris Webber","/players/b/barnema02.html","/players/b/bibbymi01.html","/players/m/millebr01.html","/players/m/moblecu01.html","/players/w/webbech01.html"
"80","73","S. Cassell†|†K. Garnett†|†E. Griffin†|†L. Sprewell†|†W. Szczerbiak","MIN","2004-05","29","123.6","239","234","91.9","38.1","84.3",".452","7.8","21.4",".364",".498","23.3","28.0",".833","107.2","24.9","5.4","8.2","10.1","16.3","+7.4","-3.1","+.101","+4.3","+6.2","+.133","+.127","+7.8","+7.0","+.093","+26.8","Sam Cassell","Kevin Garnett","Eddie Griffin","Latrell Sprewell","Wally Szczerbiak","/players/c/cassesa01.html","/players/g/garneke01.html","/players/g/griffed01.html","/players/s/sprewla01.html","/players/s/szczewa02.html"
"81","74","A. Croshere†|†D. Davis†|†S. Jackson†|†A. Johnson†|†R. Miller","IND","2004-05","15","123.1","222","215","85.2","32.8","78.8",".416","7.0","20.7",".340",".460","19.9","22.2",".895","92.4","19.5","5.5","3.1","13.7","23.4","-0.4","+4.7","-.032","+3.1","+7.4","+.046","-0.013","-1.2","-6.6","+.165","+1.2","Austin Croshere","Dale Davis","Stephen Jackson","Anthony Johnson","Reggie Miller","/players/c/croshau01.html","/players/d/davisda01.html","/players/j/jacksst02.html","/players/j/johnsan02.html","/players/m/millere01.html"
"82","75","T. Best†|†J. Collins†|†R. Jefferson†|†A. Mourning†|†E. Williams","NJN","2004-05","11","122.1","212","208","82.6","34.6","71.2",".486","0.4","3.1",".125",".489","22.0","32.2",".683","91.6","19.7","5.5","5.9","13.0","20.8","+2.4","-2.0","+.045","-4.3","-8.6","-.275","+.016","+8.3","+13.8","-.062","+8.6","Travis Best","Jason Collins","Richard Jefferson","Alonzo Mourning","Eric Williams","/players/b/besttr01.html","/players/c/collija04.html","/players/j/jefferi01.html","/players/m/mournal01.html","/players/w/willier01.html"
"83","76","R. Allen†|†A. Daniels†|†R. Evans†|†R. Lewis†|†V. Radmanovic","SEA","2004-05","40","121.8","226","224","88.6","37.0","75.2",".492","13.0","31.5",".413",".579","21.3","28.4",".750","108.3","22.1","5.1","3.2","16.5","22.1","-0.4","-3.9","+.020","+8.3","+16.9","+.088","+.076","+3.5","+3.9","+.024","+11.0","Ray Allen","Antonio Daniels","Reggie Evans","Rashard Lewis","Vladimir Radmanoviƒá","/players/a/allenra02.html","/players/d/daniean01.html","/players/e/evansre01.html","/players/l/lewisra02.html","/players/r/radmavl01.html"
"84","77","T. Chandler†|†A. Davis†|†B. Gordon†|†K. Hinrich†|†A. Nocioni","CHI","2004-05","32","116.9","221","231","92.8","34.1","83.0",".411","7.0","17.7",".395",".453","19.7","24.6",".800","94.9","21.4","6.6","4.1","17.2","27.9","+3.3","+8.2","-.001","+1.6","-1.2","+.113","+.005","-4.5","-10.3","+.106","+3.7","Tyson Chandler","Antonio Davis","Ben Gordon","Kirk Hinrich","Andr√©s Nocioni","/players/c/chandty01.html","/players/d/davisan01.html","/players/g/gordobe01.html","/players/h/hinriki01.html","/players/n/nocioan01.html"
"85","78","B. Barry†|†B. Bowen†|†T. Duncan†|†R. Nesterovic†|†T. Parker","SAS","2004-05","29","113.1","188","196","81.5","39.1","80.2",".487","5.5","11.9",".464",".521","8.9","14.4",".618","92.5","20.4","3.4","8.9","9.3","18.7","+11.0","+7.2","+.103","+1.3","+2.5","+.010","+.108","-10.2","-9.3","-.186","+13.2","Brent Barry","Bruce Bowen","Tim Duncan","Rasho Nesteroviƒá","Tony Parker","/players/b/barrybr01.html","/players/b/bowenbr01.html","/players/d/duncati01.html","/players/n/nestera01.html","/players/p/parketo01.html"
"86","79","S. Cassell†|†K. Garnett†|†T. Hassell†|†M. Olowokandi†|†L. Sprewell","MIN","2004-05","27","111.8","209","202","88.2","36.9","84.1",".439","0.9","4.3",".200",".444","15.0","18.5",".814","89.7","24.0","4.3","6.0","13.3","20.2","+3.9","+1.7","+.038","-5.6","-10.7","-.229","+.004","-0.9","-4.3","+.116","+1.3","Sam Cassell","Kevin Garnett","Trenton Hassell","Michael Olowokandi","Latrell Sprewell","/players/c/cassesa01.html","/players/g/garneke01.html","/players/h/hassetr01.html","/players/o/olowomi01.html","/players/s/sprewla01.html"
"87","80","G. Arenas†|†K. Brown†|†L. Hughes†|†J. Jeffries†|†E. Thomas","WAS","2004-05","8","107.2","204","203","91.2","34.9","77.9",".448","3.1","8.5",".368",".468","21.5","30.5",".706","94.5","16.1","8.5","3.6","15.7","18.8","-2.2","-4.0","-.005","-1.8","-5.4","+.014","-0.015","+9.0","+13.0","-.012","+2.7","Gilbert Arenas","Kwame Brown","Larry Hughes","Jared Jeffries","Etan Thomas","/players/a/arenagi01.html","/players/b/brownkw01.html","/players/h/hughela01.html","/players/j/jeffrja01.html","/players/t/thomaet01.html"
"90","81","M. World Peace†|†A. Croshere†|†S. Jackson†|†J. O'Neal†|†J. Tinsley","IND","2004-05","5","106.8","205","197","90.4","37.3","71.9",".519","11.7","20.2",".578",".600","23.4","27.4",".852","109.7","29.2","7.6","6.7","17.1","24.7","+4.0","-10.3","+.114","+7.6","+7.6","+.256","+.171","+5.4","+1.3","+.163","+21.1","Metta World Peace","Austin Croshere","Stephen Jackson","Jermaine O'Neal","Jamaal Tinsley","/players/a/artesro01.html","/players/c/croshau01.html","/players/j/jacksst02.html","/players/o/onealje01.html","/players/t/tinslja01.html"
"91","82","C. Arroyo†|†C. Boozer†|†J. Collins†|†G. Giricek†|†A. Kirilenko","UTA","2004-05","8","105.3","192","189","86.8","35.6","78.9",".451","1.8","5.5",".333",".462","17.8","22.8",".780","90.7","25.1","5.0","7.7","14.1","22.8","+1.4","+8.2","-.033","-2.3","-5.0","-.058","-0.050","+4.1","+3.2","+.082","+4.6","Carlos Arroyo","Carlos Boozer","Jarron Collins","Gordan Giriƒçek","Andrei Kirilenko","/players/a/arroyca01.html","/players/b/boozeca01.html","/players/c/collija03.html","/players/g/giricgo01.html","/players/k/kirilan01.html"
"92","83","S. Claxton†|†M. Dunleavy†|†D. Fisher†|†A. Foyle†|†J. Richardson","GSW","2004-05","7","103.8","209","209","96.6","42.1","90.6",".464","9.7","22.2",".438",".518","13.9","19.0",".732","107.7","22.7","10.2","7.4","9.7","18.5","+3.2","+4.6","+.013","+4.6","+11.6","-.041","+.037","-1.4","-1.4","-.018","+9.7","Speedy Claxton","Mike Dunleavy","Derek Fisher","Adonal Foyle","Jason Richardson","/players/c/claxtsp01.html","/players/d/dunlemi02.html","/players/f/fishede01.html","/players/f/foylead01.html","/players/r/richaja01.html"
